Entered by?,"Animal ID (RS, CL)",Animal ID,WLHID,"Herd (RS, CL)",Herd,"Sex (F, M)",Age.when.collard,Date entry,Date exit,Suspected Mortality Date,Outcome,Cause,mortality.loc.easting,mortality.loc.northing,Comment,MonitoringDays,,
BM from Heiko Wittmer,ID_1,ID_1,NA,Nakusp,Central Selkirks,M,Adult,1995/03/25,2001/01/08,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2116,,
BM from Heiko Wittmer,ID_10,ID_10,NA,Nakusp,Central Selkirks,M,Adult,1995/03/25,2001/01/08,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2116,,
BM from Heiko Wittmer,ID_7,ID_7,NA,Nakusp,Central Selkirks,M,Adult,1995/03/25,2001/01/08,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2116,,
BM from Heiko Wittmer,ID_9,ID_9,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,2001/01/08,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2116,,
BM from Heiko Wittmer,ID_12,ID_12,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,2000/10/07,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2023,,
BM from Heiko Wittmer,ID_3,ID_3,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1999/07/26,1999/07/26,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1584,,
BM from Heiko Wittmer,ID_11,ID_11,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1997/09/22,1997/09/22,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",912,,
BM from Heiko Wittmer,ID_2,ID_2,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1997/07/04,1997/07/04,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",832,,
BM from Heiko Wittmer,ID_4,ID_4,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1997/07/04,1997/07/04,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",832,,
BM from Heiko Wittmer,ID_5,ID_5,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1997/02/24,1997/02/24,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",702,,
BM from Heiko Wittmer,ID_8,ID_8,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1996/11/20,1996/11/20,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",606,,
BM from Heiko Wittmer,ID_14,ID_14,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1996/08/09,1996/08/09,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",503,,
BM from Heiko Wittmer,ID_13,ID_13,NA,Nakusp,Central Selkirks,F,Adult,1995/03/25,1995/08/02,1995/08/02,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",130,,
Rob S,40,40,NA,Frisby-Boulder,Frisby Boulder,F,Adult,1995/03/16,1998/01/08,NA,Censored,NA,,,,1029,,
Rob S,41,41,NA,Frisby-Boulder,Frisby Boulder,F,Adult,1995/03/16,1997/10/16,NA,Censored,NA,,,,945,,
Rob S,43,43,NA,Columbia North,Columbia North,F,Adult,1995/03/16,1997/09/19,1997/09/19,Mortality,Unknown,,,,918,,
Rob S,44,44,NA,Columbia North,Columbia North,F,Adult,1995/03/16,1996/04/25,1996/04/25,Mortality,Wolverine,,,,406,,
Rob S,45,45,NA,Columbia North,Columbia North,F,Adult,1995/03/16,1996/02/19,1996/02/19,Mortality,Accident,,,,340,,
Rob S,42,42,NA,Columbia North,Columbia North,F,Adult,1995/03/16,1995/12/30,1995/12/30,Mortality,Unknown,,,,289,,
LGreene,TC065,TC065,NA,Telkwa,Telkwa,F,Adult,1995/03/01,2000/09/19,2000/09/19,Mortality,NA,620675,6027805,midpoint between last seen alive (2000/09/04) and mortality detected (2000/10/04) used as mort date,2029,,
LGreene,TC076,TC076,NA,Telkwa,Telkwa,F,Adult,1995/03/01,1997/05/15,1997/05/15,Mortality,NA,,,"no info on this one (no locations of mort, date of detection). Predicted date of mort is 'May 1997', so I arbitrarily chose May 15 1997 as exit date. Last seen alive was 1997/03/31",806,,
K. Cornhill,Zelda,Zelda,NA,Wells Gray North,Wells Gray North,F,Adult,1995/03/01,1996/09/01,NA,Censored,NA,,,"Collar failed // BM: Very likely duplicate of Heiko Wittmer's ID_27 in WGN; however, ID_27 was listed as censored on 1996/9/17. This is strange because the data point in this survival sheet that almost exactly matches has it censored earlier in 1996 (16 days difference).",550,,
K. Cornhill,Yenta,Yenta,NA,Wells Gray North,Wells Gray North,F,Adult,1995/02/28,2004/03/23,2004/03/23,Censored,NA,,,"Last seen alive March 22, next survey not present // BM: Duplicate of Heiko Wittmer's ID_26 in WGN. ID_26 was listed as censored on 2004/3/20 when Heiko Wittmer's study ended.",3311,,
K. Cornhill,Xanadu,Xanadu,NA,Wells Gray North,Wells Gray North,F,Adult,1995/02/28,1996/02/17,1996/02/17,Mortality,Accident,,,BM: Duplicate of Heiko Wittmer's ID_25 in WGN,354,,
K. Cornhill,Winona,Winona,NA,Wells Gray North,Wells Gray North,F,Adult,1995/02/28,1995/08/06,1995/08/06,Mortality,Unknown,,,"BM: Very likely duplicate of Heiko Wittmer's ID_24 in WGN; however, ID_24 was listed as a mortality on 1995/7/21 (37 days difference).",159,,
BM from Heiko Wittmer,ID_12,ID_12,NA,Purcells Central,Purcells Central,F,Adult,1994/04/10,1999/02/03,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1760,,
CL-from SMcNay,CN031Wa,CN031Wa,NA,Wolverine,Wolverine,M,Adult,1994/04/09,2002/11/17,NA,Censored,UNKN,,,,3144,,
CL-from SMcNay,CN032Wa,CN032Wa,NA,Wolverine,Wolverine,M,Adult,1994/04/09,1997/03/20,NA,Censored,FADE,,,,1076,,
CL-from SMcNay,CN925Wa,CN925Wa,NA,Wolverine,Wolverine,M,Adult,1994/04/09,1996/03/17,NA,Censored,FADE,,,,708,,
CL-from SMcNay,CN923Wa,CN923Wa,NA,Wolverine,Wolverine,M,Adult,1994/04/09,1994/12/31,NA,Censored,FADE,,,,266,,
CL-from SMcNay,CN924Wa,CN924Wa,NA,Wolverine,Wolverine,M,Adult,1994/04/09,1994/12/09,NA,Censored,UNKN,,,,244,,
BM from Heiko Wittmer,ID_5,ID_5,NA,Purcells Central,Purcells Central,F,Adult,1994/03/23,1997/07/27,1997/07/27,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1222,,
BM from Heiko Wittmer,ID_14,ID_14,NA,Purcells South,Purcells South,F,Adult,1994/03/23,1996/08/19,1996/08/19,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",880,,
BM from Heiko Wittmer,ID_15,ID_15,NA,Purcells South,Purcells South,M,Adult,1994/03/23,1996/02/22,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",701,,
BM from Heiko Wittmer,ID_11,ID_11,NA,Purcells South,Purcells South,F,Adult,1994/03/23,1995/08/11,1995/08/11,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",506,,
BM from Heiko Wittmer,ID_21,ID_21,NA,Purcells South,Purcells South,M,Adult,1994/03/23,1995/03/16,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",358,,
BM from Heiko Wittmer,ID_1,ID_1,NA,Purcells South,Purcells South,M,Adult,1994/03/23,1994/10/12,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",203,,
BM from Heiko Wittmer,ID_18,ID_18,NA,Purcells South,Purcells South,F,Adult,1994/03/22,1999/01/19,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1764,,
BM from Heiko Wittmer,ID_3,ID_3,NA,Purcells South,Purcells South,M,Adult,1994/03/22,1997/11/15,1997/11/15,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1334,,
BM from Heiko Wittmer,ID_2,ID_2,NA,Purcells South,Purcells South,F,Adult,1994/03/22,1994/10/18,1994/10/18,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",210,,
BM from Heiko Wittmer,ID_4,ID_4,NA,Purcells Central,Purcells Central,F,Adult,1994/03/19,1996/06/24,1996/06/24,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",828,,
K. Cornhill,Susan,Susan,NA,Wells Gray North,Wells Gray North,F,Adult,1994/03/08,1999/09/15,1999/09/15,Mortality,Unknown,,,"BM: Possible duplicate of Heiko Wittmer's ID_21 in WGN; however, ID_21 was listed as a mortality on 1996/5/28 (more than 3 years difference). In addition, although Heiko Wittmer did classify ID_21 as a Wells Gray North caribou, 85% of the 95%-kernel-density of this caribou's range is in Wells Gray South.",2017,,
K. Cornhill,Trish,Trish,NA,Wells Gray North,Wells Gray North,F,Adult,1994/03/08,1996/05/27,1996/05/27,Mortality,Accident,,,BM: Duplicate of Heiko Wittmer's ID_22 in WGN. ID_22 was listed as censored on 1999/5/26 in Heiko Wittmer's data.,811,,
K. Cornhill,Vicky,Vicky,NA,Wells Gray North,Wells Gray North,F,Adult,1994/03/08,1995/08/12,1995/08/12,Mortality,Unknown,,,"BM: Very likely duplicate of Heiko Wittmer's ID_23 in WGN; however, ID_23 was listed as a mortality on 1995/8/13 (1 day difference).",522,,
K. Cornhill,Ussa,Ussa,NA,Wells Gray North,Wells Gray North,F,Adult,1994/03/08,1994/08/20,1994/08/20,Mortality,Wolf predation,,,"BM: Very likely duplicate of Heiko Wittmer's ID_20 in WGN; however, ID_20 was listed as a mortality on 1994/8/21 (1 day difference).",165,,
Rob S,39,39,NA,Frisby-Boulder,Frisby Boulder,F,Adult,1994/01/30,1997/10/03,1997/10/03,Mortality,Unknown - non-predation,,,,1342,,
Rob S,38,38,NA,Frisby-Boulder,Frisby Boulder,F,Adult,1994/01/30,1997/08/20,1997/08/20,Mortality,Unknown - non-predation,,,,1298,,
BM from Heiko Wittmer,ID_16,ID_16,NA,Purcells South,Purcells South,M,Adult,1993/04/01,1997/06/10,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",1531,,
BM from Heiko Wittmer,ID_19,ID_19,NA,Purcells South,Purcells South,M,Adult,1993/04/01,1994/10/11,1994/10/11,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",558,,
BM from Heiko Wittmer,ID_17,ID_17,NA,Purcells South,Purcells South,F,Adult,1993/03/26,1993/10/15,1993/10/15,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",203,,
BM from Heiko Wittmer,ID_10,ID_10,NA,Purcells South,Purcells South,F,Adult,1993/03/26,1993/08/30,1993/08/30,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",157,,
BM from Heiko Wittmer,ID_13,ID_13,NA,Purcells South,Purcells South,F,Adult,1993/03/26,1993/08/30,1993/08/30,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",157,,
BM from Heiko Wittmer,ID_20,ID_20,NA,Purcells South,Purcells South,F,Adult,1993/03/26,1993/08/30,1993/08/30,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",157,,
BM from Heiko Wittmer,ID_22,ID_22,NA,Purcells South,Purcells South,F,Adult,1993/03/20,1999/01/19,NA,Censored,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",2131,,
BM from Heiko Wittmer,ID_7,ID_7,NA,Purcells South,Purcells South,F,Adult,1993/03/20,1994/06/20,1994/06/20,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",457,,
BM from Heiko Wittmer,ID_9,ID_9,NA,Purcells South,Purcells South,F,Adult,1993/03/20,1993/08/30,1993/08/30,Mortality,NA,,,"BM: Not stated in Heiko's original data but discussed with RS and we can safely assume the age was ""adult.""",163,,
K. Cornhill,Sharron,Sharron,NA,Wells Gray North,Wells Gray North,F,Adult,1993/03/13,1997/11/14,1997/11/14,Mortality,Malnutrition,,,BM: Duplicate of Heiko Wittmer's ID_19 in WGN,1707,,
K. Cornhill,Rachelle,Rachelle,NA,Wells Gray North,Wells Gray North,F,Adult,1993/03/13,1996/04/01,NA,Censored,NA,,,"Collar failed // BM: Very likely duplicate of Heiko Wittmer's ID_18 in WGN (note correspondence of number 18 and letter R in Rachelle, the same as other duplicates here); however, ID_18 was listed as censored on 1996/4/19. This is strange because the data point in this survival sheet that almost exactly matches has it censored earlier in 1996 (18 days difference).",1115,,
K. Cornhill,Quincy,Quincy,NA,Wells Gray North,Wells Gray North,F,Adult,1993/03/13,1995/11/01,NA,Censored,NA,,,"Only month/date given // BM: Duplicate of Heiko Wittmer's ID_17 in WGN (note correspondence of number 17 and letter Q in Quincy, the same as other duplicates here). ID_17 was listed as censored on 1995/11/21 in Heiko Wittmer's data.",963,,
K. Cornhill,Oprah,Oprah,NA,Wells Gray North,Wells Gray North,F,Adult,1993/03/13,1995/03/28,1995/03/28,Mortality,Strangled by collar,,,"BM: Very likely duplicate of Heiko Wittmer's ID_15 in WGN (note correspondence of number 15 and letter O in Oprah, the same as other duplicates here); however, ID_15 was listed as a mortality on 1995/3/5 (23 days difference)",745,,
K. Cornhill,Patricia,Patricia,NA,Wells Gray North,Wells Gray North,F,Adult,1993/03/13,1994/12/04,1994/12/04,Mortality,Malnutrition,,,"BM: Very likely duplicate of Heiko Wittmer's ID_16 in WGN (note correspondence of number 16 and letter P in Patricia, the same as other duplicates here); however, ID_16 was listed as a mortality on 1994/12/5 (1 day difference)",631,,
Rob S,37,37,NA,Columbia South,Columbia South,F,Adult,1993/03/12,1995/05/21,1995/05/21,Mortality,Bear,,,,800,,
Rob S,30,30,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1999/06/03,NA,Censored,NA,,,,2275,,
Rob S,29,29,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1999/05/23,NA,Censored,NA,,,,2264,,
Rob S,31,31,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1999/05/23,NA,Censored,NA,,,,2264,,
Rob S,34,34,NA,Columbia North,Columbia North,M,Adult,1993/03/11,1998/12/17,NA,Censored,NA,,,,2107,,
Rob S,28,28,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1998/07/04,1998/07/04,Mortality,Cougar,,,,1941,,
Rob S,27,27,NA,Columbia North,Columbia North,M,Adult,1993/03/11,1997/07/06,1997/07/06,Mortality,Bear,,,,1578,,
Rob S,32,32,NA,Columbia North,Columbia North,M,Adult,1993/03/11,1996/09/02,NA,Censored,NA,,,,1271,,
Rob S,36,36,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1995/05/01,NA,Censored,NA,,,,781,,
Rob S,35,35,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1994/11/24,1994/11/24,Mortality,Unknown - non-predation,,,,623,,
Rob S,26,26,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1994/08/10,1994/08/10,Mortality,Bear,,,,517,,
Rob S,33,33,NA,Columbia North,Columbia North,F,Adult,1993/03/11,1994/02/12,1994/02/12,Mortality,Accident,,,,338,,
Rob S,24,24,NA,Columbia South,Columbia South,F,Adult,1993/03/10,2005/05/05,NA,Censored,NA,,,,4439,,
Rob S,25,25,NA,Columbia South,Columbia South,F,Adult,1993/03/10,1998/04/16,1998/04/16,Mortality,Cougar,,,,1863,,
LGreene,TC074,TC074,NA,Telkwa,Telkwa,F,Adult,1993/03/01,1997/02/09,1997/02/09,Mortality,wolverine,625777,6029644,midpoint between last seen alive (1997/01/24) and mortality detected (1997/02/25) used as mort date,1441,,
LGreene,TC073,TC073,NA,Telkwa,Telkwa,F,Adult,1993/03/01,1996/11/04,1996/11/04,Mortality,NA,637425,6030090,midpoint between last seen alive (1995/06/29) and mortality detected (1996/03/14) used as mort date,1344,,
LGreene,TC075,TC075,NA,Telkwa,Telkwa,F,Adult,1993/03/01,1996/07/15,1996/07/15,Mortality,Probable grizzly predation,,,"no info on this one (no locations of mort, date of detection). Predicted date of mort is 'July 1996', so I arbitrarily chose july 15 1996 as exit date. Last seen alive was 1996/03/14",1232,,
K. Cornhill,Mindy,Mindy,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/26,1998/12/11,1998/12/11,Mortality,Wolf predation,,,"BM: Very likely duplicate of Heiko Wittmer's ID_13 in WGN (note correspondence of number 13 and letter M in Mindy, the same as other duplicates here); however, ID_13 was listed as a mortality on 1998/12/10 (1 day difference)",2114,,
K. Cornhill,Helen,Helen,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,2001/08/01,NA,Censored,NA,,,Collar failed // BM: Duplicate of Heiko Wittmer's ID_8 in WGN ,3079,,
K. Cornhill,Gail,Gail,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,2000/05/26,NA,Censored,NA,,,Collar failed // BM: Duplicate of Heiko Wittmer's ID_7 in WGN ,2647,,
K. Cornhill,Kris,Kris,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,1997/07/22,1997/07/22,Mortality,Unknown,,,"BM: Very likely duplicate of Heiko Wittmer's ID_11 in WGN (note correspondence of number 11 and letter K in Kris, the same as other duplicates here); however, ID_11 was listed as a mortality on 1997/7/24 (2 days difference)",1608,,
K. Cornhill,Julie,Julie,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,1996/12/26,1996/12/26,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_10 in WGN ,1400,,
K. Cornhill,Nancy,Nancy,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,1996/05/09,1996/05/09,Mortality,Unknown,,,"BM: Very likely duplicate of Heiko Wittmer's ID_14 in WGN (note correspondence of number 14 and letter N in Nancy, the same as other duplicates here); however, ID_14 was listed as a mortality on 1996/6/9 (1 month difference)",1169,,
K. Cornhill,Frances,Frances,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,1996/01/08,1996/01/08,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_6 in WGN ,1047,,
K. Cornhill,Isabel,Isabel,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,1995/04/13,1995/04/13,Mortality,Unknown,,,BM: Duplicate of Heiko Wittmer's ID_9 in WGN ,777,,
K. Cornhill,Linda,Linda,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/25,1994/03/01,NA,Censored,NA,,,"Collar failed // BM: Very likely duplicate of Heiko Wittmer's ID_12 in WGN (note correspondence of number 12 and letter L in Linda, the same as other duplicates here); however, ID_12 was listed as censored on 1994/3/24. This is strange because the data point in this survival sheet that almost exactly matches has it censored earlier in 1994 (23 days difference).",369,,
K. Cornhill,Elaine,Elaine,NA,Wells Gray North,Wells Gray North,F,Adult,1993/02/24,2002/11/01,NA,Censored,NA,,,"Collar failed, individual seen alive March 2003 // BM: Very likely duplicate of Heiko Wittmer's ID_5 in WGN (note correspondence of number 5 and letter E in Elaine, the same as other duplicates here); however, ID_5 was listed as censored on 2002/11/15. This is strange because the data point in this survival sheet that almost exactly matches has it censored earlier in 2002 (14 days difference).",3537,,
CL-from SMcNay,CN902Wa,CN902Wa,NA,Wolverine,Wolverine,F,Adult,1993/02/11,1996/05/12,NA,Censored,FADE,,,,1186,,
K. Cornhill,Barb,Barb,NA,Barkerville,Barkerville,F,Adult,1993/02/03,1999/07/04,1999/07/04,Mortality,Predation,,,,2342,,
K. Cornhill,Connie,Connie,NA,Barkerville,Barkerville,F,Adult,1993/02/03,1996/08/01,NA,Censored,NA,,,Collar failed,1275,,
K. Cornhill,Astri,Astri,NA,Barkerville,Barkerville,F,Adult,1993/02/03,1995/05/10,1995/05/10,Mortality,Unknown,,,,826,,
K. Cornhill,Diane,Diane,NA,Barkerville,Barkerville,F,Adult,1993/02/03,1993/03/01,NA,Censored,NA,,,Collar failed,26,,
CL-from SMcNay,CN030Wa,CN030Wa,NA,Wolverine,Wolverine,F,Adult,1992/05/26,2001/08/31,2001/08/31,Mortality,ACCI,,,,3384,,
CL-from SMcNay,CN029Wa,CN029Wa,NA,Wolverine,Wolverine,F,Adult,1992/05/06,1999/11/30,1999/11/30,Mortality,PRED,,,,2764,,
CL-from SMcNay,CN920Wa,CN920Wa,NA,Wolverine,Wolverine,F,Adult,1992/05/06,1996/03/29,NA,Censored,UNKN,,,,1423,,
CL-from SMcNay,CN930Wa,CN930Wa,NA,Wolverine,Wolverine,F,Adult,1992/05/06,1995/08/23,NA,Censored,UNKN,,,,1204,,
CL-from SMcNay,CN901Wa,CN901Wa,NA,Wolverine,Wolverine,M,Adult,1992/03/19,1992/04/12,1992/04/12,Mortality,MYOP,,,,24,,
CL-from SMcNay,CN023Ca,CN023Ca,NA,Chase,Chase,F,Adult,1992/03/17,1999/06/17,NA,Censored,UNKN,,,,2648,,
CL-from SMcNay,CN919Ca,CN919Ca,NA,Chase,Chase,F,Adult,1992/03/17,1998/08/22,1998/08/22,Mortality,PRED,,,,2349,,
CL-from SMcNay,CN921Ca,CN921Ca,NA,Chase,Chase,M,Adult,1992/03/17,1994/03/28,NA,Censored,FADE,,,,741,,
CL-from SMcNay,CN917Ca,CN917Ca,NA,Chase,Chase,M,Adult,1992/03/17,1993/09/28,NA,Censored,FADE,,,,560,,
Rob S,21,21,NA,Columbia North,Columbia North,F,Adult,1992/03/04,1997/08/22,NA,Censored,NA,,,,1997,,
Rob S,20,20,NA,Columbia South,Columbia South,F,Adult,1992/03/04,1996/08/25,1996/08/25,Mortality,Cougar,,,,1635,,
Rob S,23,23,NA,Columbia North,Columbia North,F,Adult,1992/03/04,1995/08/10,1995/08/10,Mortality,Unknown - non-predation,,,,1254,,
Rob S,22,22,NA,Columbia North,Columbia North,F,Adult,1992/03/04,1993/01/08,1993/01/08,Mortality,Avalanche,,,,310,,
Rob S,9,9,NA,Columbia South,Columbia South,F,Adult,1992/03/03,2001/06/21,2001/06/21,Mortality,Unknown - non-predation,,,,3397,,
Rob S,16,16,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1999/05/22,NA,Censored,NA,,,,2636,,
Rob S,15,15,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1999/03/13,1999/03/13,Mortality,Wolverine,,,,2566,,
Rob S,10,10,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1998/04/30,1998/04/30,Mortality,Unknown,,,,2249,,
Rob S,12,12,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1997/10/29,1997/10/29,Mortality,Cougar,,,,2066,,
Rob S,19,19,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1997/05/08,1997/05/08,Mortality,Avalanche,,,,1892,,
Rob S,11,11,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1995/09/09,1995/09/09,Mortality,Unknown,,,,1285,,
Rob S,13,13,NA,Columbia South,Columbia South,F,Adult,1992/03/03,1994/02/13,1994/02/13,Mortality,Avalanche,,,,712,,
